#SampleID	Metaphlan2_Analysis
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Bog-532	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Bog-532|s__Bog-532	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Chersky-822	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Chersky-822|s__Chersky-822	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__JAFARZ01	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__JAFARZ01|s__JAFARZ01	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504	5
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504|s__Palsa-504	5
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__PALSA-505	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__PALSA-505|s__PALSA-505	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-506|s__Palsa-506	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangiaceae	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangiaceae|s__Streptosporangiaceae	2
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Trebonia	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Trebonia|s__Trebonia	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676	7
d_Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676|s__UBA9676	7
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria	9
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales	9
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	9
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__Rubrobacteraceae	4
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__Rubrobacteraceae|s__Rubrobacteraceae	4
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52909	3
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52909|s__SCSIO-52909	3
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52915	2
d_Bacteria|p__Actinobacteriota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52915|s__SCSIO-52915	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia	294
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales	61
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae	57
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__13-2-20CM-68-14	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__13-2-20CM-68-14|s__13-2-20CM-68-14	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__3-1-20CM-4-69-9	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__3-1-20CM-4-69-9|s__3-1-20CM-4-69-9	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-21	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-21|s__AC-21	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-32	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-32|s__AC-32	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiella	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiella|s__Gaiella	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiellaceae	18
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiellaceae|s__Gaiellaceae	18
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__GMQP-bins7	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__GMQP-bins7|s__GMQP-bins7	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCRW01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCRW01|s__JACCRW01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCYG01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCYG01|s__JACCYG01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDAN01	6
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDAN01|s__JACDAN01	6
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDER01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDER01|s__JACDER01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACVRM01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACVRM01|s__JACVRM01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-600	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-600|s__PALSA-600	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-612	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-612|s__PALSA-612	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739	5
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739|s__Palsa-739	5
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01|s__VAXT01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales|g__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales|g__Gaiellales|s__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaeaceae|s__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales	230
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9	73
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__70-9	39
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__70-9|s__70-9	39
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__AC-56	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__AC-56|s__AC-56	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01	20
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01|s__VAYN01	20
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VGBV01	11
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VGBV01|s__VGBV01	11
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__WHSW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__WHSW01|s__WHSW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	138
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38	5
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38|s__AC-38	5
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia|s__Baekduia	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter|s__Conexibacter	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01|s__JACCYI01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465	28
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465|s__Palsa-465	28
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513|s__Palsa-513	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744	80
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__Palsa-744	77
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__Palsa-744 sp017882375	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacteraceae	10
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacteraceae|s__Solirubrobacteraceae	10
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacterales	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacterales|g__Solirubrobacterales	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacterales|g__Solirubrobacterales|s__Solirubrobacterales	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae	17
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JAAYBF01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JAAYBF01|s__JAAYBF01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01|s__JACVRW01	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__Thermoleophilaceae	8
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__Thermoleophilaceae|s__Thermoleophilaceae	8
d_Bacteria|p__Actinobacteriota|c__UBA4738	66
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67|s__AC-67	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01	21
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01|g__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01|g__CADDZG01|s__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01	13
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01|s__JACDAL01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSQ01	11
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSQ01|s__WHSQ01	11
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01|s__WHSV01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738	41
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12	26
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51	16
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51|s__AC-51	16
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69|s__AC-69	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01	5
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01|s__DSRY01	5
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__HRBIN12	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__HRBIN12|s__HRBIN12	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738	15
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__UBA4738	15
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__UBA4738|s__UBA4738	15
