#SampleID	Metaphlan2_Analysis
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-612|s__PALSA-612	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739|s__Palsa-739	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01|s__VAXT01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales|g__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Gaiellales|f__Gaiellales|g__Gaiellales|s__Gaiellales	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaeaceae|s__Miltoncostaeaceae	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales	115
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9	39
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__70-9	18
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__70-9|s__70-9	18
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01	10
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01|s__VAYN01	10
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VGBV01	9
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VGBV01|s__VGBV01	9
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__WHSW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__WHSW01|s__WHSW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	72
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38|s__AC-38	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia|s__Baekduia	3
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter|s__Conexibacter	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01|s__JACCYI01	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465	12
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465|s__Palsa-465	12
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513|s__Palsa-513	1
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744	44
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__Palsa-744	42
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__Palsa-744 sp017882375	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacteraceae	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacteraceae|s__Solirubrobacteraceae	7
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae	4
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01|s__JACVRW01	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__Thermoleophilaceae	2
d_Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__Thermoleophilaceae|s__Thermoleophilaceae	2
d_Bacteria|p__Actinobacteriota|c__UBA4738	57
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67	3
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67	3
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67	3
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67|s__AC-67	3
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01	18
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01|g__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__CADDZG01|g__CADDZG01|s__CADDZG01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01	10
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01|s__JACDAL01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSQ01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSQ01|s__WHSQ01	8
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01|s__WHSV01	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738	36
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12	24
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51	15
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51|s__AC-51	15
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69|s__AC-69	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01|s__DSRY01	4
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__HRBIN12	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__HRBIN12|s__HRBIN12	1
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738	12
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__UBA4738	12
d_Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__UBA4738|s__UBA4738	12
d_Bacteria|p__Armatimonadota	1
d_Bacteria|p__Armatimonadota|c__Chthonomonadetes	1
d_Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales	1
d_Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	1
d_Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonadaceae	1
d_Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonadaceae|s__Chthonomonadaceae	1
d_Bacteria|p__Bacteroidota	22
d_Bacteria|p__Bacteroidota|c__Bacteroidia	20
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	4
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072|s__UBA5072	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17	3
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21	3
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21|s__LD21	3
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales	12
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae	12
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola|s__Edaphocola	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__Ferruginibacter	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter|s__Ginsengibacter	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia	7
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia|s__Puia	7
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01|s__VBAS01	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01|s__VBAT01	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales	2
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea|s__Chryseolinea	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__Cytophaga	1
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales	2
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae	2
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	2
d_Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter	2
d_Bacteria|p__Bacteroidota|c__Ignavibacteria	2
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301|s__Fen-1301	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__OLB5	1
d_Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__OLB5|s__OLB5	1
d_Bacteria|p__Chlamydiota	1
d_Bacteria|p__Chlamydiota|c__Chlamydiia	1
d_Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	1
d_Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae	1
d_Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01	1
d_Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01|s__CAJCIW01	1
d_Bacteria|p__Chloroflexota	35
d_Bacteria|p__Chloroflexota|c__Anaerolineae	7
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	5
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12	3
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038|s__Fen-1038	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__JACPVF01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__JACPVF01|s__JACPVF01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14|s__OLB14	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01|s__JAFGKK01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__CAIQIV01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__CAIQIV01|s__CAIQIV01	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058|g__Fen-1058	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058|g__Fen-1058|s__Fen-1058	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3	1
d_Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3|s__UCB3	1
d_Bacteria|p__Chloroflexota|c__Chloroflexia	1
d_Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19	1
d_Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01	1
d_Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01	1
d_Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01|s__JADMIH01	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia	2
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01|s__SKVJ01	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__UBA3495	1
d_Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__UBA3495|s__UBA3495	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria	7
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales	7
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01|g__JACDGC01	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01|g__JACDGC01|s__JACDGC01	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae	6
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113	2
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113|s__CF-113	2
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01|s__JACDAE01	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__Ktedonobacteraceae	2
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__Ktedonobacteraceae|s__Ktedonobacteraceae	2
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361	1
d_Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361|s__UBA11361 sp005881295	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria	15
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales	9
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4	9
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__CSP1-4	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__CSP1-4|s__CSP1-4	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039|s__Fen-1039	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JAFMJV01	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JAFMJV01|s__JAFMJV01	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033|s__Palsa-1033	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01	3
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01|s__SPCO01	3
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189|s__UBA5189	1
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9|s__3-1-20CM-2-70-9	2
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01	4
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01	4
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__QHBO01	4
d_Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__QHBO01|s__QHBO01	4
d_Bacteria|p__Chloroflexota|c__UBA2235	1
d_Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225	1
d_Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225	1
d_Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__UBA12225	1
d_Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__UBA12225|s__UBA12225	1
d_Bacteria|p__Chloroflexota|c__UBA6077	2
d_Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077	2
d_Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72	2
d_Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72	2
d_Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72|s__CF-72	2
d_Bacteria|p__Cyanobacteria	2
d_Bacteria|p__Cyanobacteria|c__Vampirovibrionia	2
d_Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales	2
d_Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae	2
d_Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__Obscuribacteraceae	2
d_Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__Obscuribacteraceae|s__Obscuribacteraceae	2
d_Bacteria|p__Desulfobacterota	5
d_Bacteria|p__Desulfobacterota_B	9
d_Bacteria|p__Desulfobacterota_B|c__Binatia	9
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales	4
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae	4
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binataceae	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binataceae|s__Binataceae	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus|s__Binatus	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149|g__UBA1149	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149|g__UBA1149|s__UBA1149	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968	4
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968	4
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1|s__DP-1	2
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-20	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-20|s__DP-20	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01	1
d_Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01|s__WHTF01	1
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria	3
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales	3
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A	2
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501	2
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501|s__SpSt-501	2
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852	1
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852	1
d_Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852|s__UBA5852	1
d_Bacteria|p__Desulfobacterota|c__Desulfomonilia	1
d_Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales	1
